no,ulasan,GT
1822,"
Pelayanannya bagus & koleksi bukunya cukup lengkap",D
1823,"
Representatif",D
1824,"
Bangku ini menjadi tempat favorit saya di Perpustakaan Malang, menghadap langsung ke jalanan kotaðŸ˜… Pelayanan sangat baik, semua pegawainya ramah dan melayani sepenuh hati. Buku yang tersedia lumayan banyak dan updateðŸ‘ðŸ»",D
1825,"
Tempat nyaman,buku lengkap,pelayanan bagus petugas ramah, terbaik di kota malang",D
1826,"
lengkap bukunya dan nyaman tempatnya",D
1827,"
Petugasnya responsif. Dan buku yg tersedia di pencarian komputer banyak pilihan, tetapi saat dicari sulit ditemukan.",D
1828,"
Tempat tenang dan dekat dg jl raya ijen untuk yg lain sudah bagus",D
1829,"
Secara keseluruhan pelayanan sudah cukup baik, tetapi koleksi buku masih kurang lengkap terutama pada kategori Arsitektur.",TD
1830,"
Tempat pinjam buku yang nyaman dan sering membuka book fair. Sayang karena covid aksesnya mulai terbatas",D
1831,"
Nyaman banget di perpus ini, selalu jadi tempat pelarian tiap suntuk menerjang dari zaman kuliah. Sekarang fasilitasnya lebih lengkap dan bagus, pelayanan juga jangan ditanya, cepat dan ramah :)",D
1832,"
Pelayanan ramah, layanan keanggotaan langsung jadi ... Bisa kerjasama paket buku .. mantab",D
1833,"
Tempat favorit buat baca novel wkwkwk",D
1834,"
Perpus diruang bacannya menyediakan tempat yg nyaman ber ac dan wifi,nggak berisik dan banyak refrensi buku yg menarik jg. Cocok untuk ngerjain tugas",D
1835,"
Parkir luas, tempat ruang baca sangat luas, sesuai protokol, untuk sekarang kalau ingin masuk harus daftar terlebih dahulu secara online ðŸ‘ðŸ¼",D
1836,"
Saat ini layanan masih ditutup untuk umum tapi masih ada petugas yang bekerja seperti biasa tetap dengan mematuhi protokol kesehatan.",D
1837,"
Sayangnya saat Locdown Covid-19
kita gakbisa berbuat banyak",TD
1838,"
Anda inginkan baca ditempat yang nyaman ya di Perpustakaan Kota inilah tempat yang tepat.",D
1839,"
Rumit sekali",TD
1840,"
I love this place!
Di masa pandemi protokol kesehatan selalu diperhatikan, sebelum datang untuk membaca buku/pinjam buku harus reservasi terlebih dahulu di websitenya ya!
Meskipun penataan buku masih belum begitu teratur, tapi cukup lengkap. Sayangnya koleksi buku psikologi nya sangat minim :(",D
1841,"
koleksi bukunya lengkap, saya sering ke sini mencari referensi untuk tugas kuliah saya. selama masa pandemi ini dibatasi 50 pengunjung tiap sesinya, sehingga aman, mematuhi protokol kesehatan, juga nyaman karena tidak banyak orang :D",D
1842,"
Pelayanan tetap ok, meskipun di masa pandemi spt ini...",D
1843,"
sayang sekali selama pandemi saya tidak diizinkan masuk karena ktp saya domisili kabupaten",TD
1844,"
Thank You. Jadi bisa baca buku-buku yang menarik, ngurus kartu anggota juga gratis. Dendanya juga masuk akal kok, hanya ingin memberi masukan sedikit supaya pas tutup atau jam kunjungan perpus berubah supaya di up di medsos, supaya enak. Saya juga sudah berulang kali pas kesana ternyata tutup padahal tempat saya ke perpus cukup jauh dan makan waktu. Thank You btw supaya kedepannya ada pemberitahuan resmi di medsos jika tutup dsb.",TD
1845,"
Protokol kesehatan saat pandemi ini bagus. Namun, disayangkan saat di dalam yang seharusnya hening tadi ada beberapa suara yang mengganggu seperti suara dari petugas. Mohon ditingkatkan kembali pelayanan dan ketertibannya.",TD
1846,"
Mohon info mengenai syarat jadi anggota perpustakaan kota malang apa saja ya?? Saya domisili di daerah kabupaten malang.",N
1847,"
Nyaman bersih ramah",D
1848,"
Pelayanannya sdh semakin ok,,cm mo bagi info aja,selama pandemi,,anak kecil masih belum di perbolehkan masuk,,,perpus utk anak juga tutup ðŸ‘",D
1849,"
Masih butuh update buku2 terbaru khususnya buku tentang teori2, selebihnya tempatnya bagus sih",TD
1850,"
Cukup untuk referensi, kurang update untuk buku buku terbaru",TD
1851,"
Menyenangkan, bersih, nyaman",D
1852,"
Mulain februari perpus hari sabtu dan minggu tutup jam 4 sore. Perpusnya Adem, bersih, buku banyak ada komik juga bahkan ada tabloid gosip macam nova... Tapi saran aja untuk mencegah COrona. Sebaiknya di pintu masuk pencetan untuk masuk ditiadakan. Tidak perlu ada penghalang.",D
1853,"
Kelengkapan bukunya memuaskan. Sayangnya pegawai disini sangat berisik. Berbicara dengan suara lantang, main hp dengan volume besar, ngobrol ketawa asik dengan pegawai lain tanpa memperdulikan pengunjung. Sedangkan pengunjungnya berusaha tidak berisik. Aduh aduh. Kurang pas dengan perpustakaan yang sesungguhnya, tenang dan sepi. Banyak orang sekalipun tetap tenang.",TD
1854,"
Bukunya lumayan lengkap, tempatnya nyaman, dan grateessss",D
1855,"
Tidak banyak colokannya.",TD
1856,"
Layanan ramah, tempat bersih, fasilitas baca lengkap dan nyaman",D
1857,"
Koleksi buku2 lumayan lah. Nyaman kalo mau ngerjain skripsi disini, jadi sekalian wara-wiri nyari rujukan. Dan kalo bisa utk spot2 colokan bisa ditambahin kali ya. Jaga2 buat laptop yg butuh banget sama stop kontak....",D
1858,"
fasilitas stop kontaknya minim",TD
1859,"
Ok tp tolong di perbanyak lagi koleksi bukunya ðŸ˜",TD
1860,"
Koleksi buku-buku baru kurang lengkap.",TD
1861,"
Pelayannya ok. Cuma, kenapa sekarang tutupnya jadi jam 6 pm? Bukanya aja udah jam 8 juga. Lah gimana dg kita para pekerja kantoran? Kapan ada waktu bagi kita buat minjem buku?
Oh iya, colokannya juga kurang. Masa cuma ada di bagian barat doang. Mohon ditambahi lagi!",TD
1862,"
Kecewa banget sih sama perpus sekarang jam 5 sore udah tutup
Semakin terbatasnya tempat membaca di negara yg minatnya justru sangat sedikit untuk membaca, ironi
Bukannya didukung malah sebaliknya",TD
1863,"
Selalu jd jujukan tiap Hari Sabtu atau Minggu, dari mulai aq masih gadis sampai vakum beberapa tahun karena hamil dan punya baby, sekarang karena anak-anakku udah pada besar jadi kegiatan nganter anak-anakku baca buku dan pinjam buku disini, tempatnya luas, nyaman, kolek buku-buku & komiknya banyak, rekreasi murah meriah deh hehhehe",D
