no,ulasan,GT
468,"
Seperti review-review yang sudah-sudah, Administrasinya buruk banget.

Mau tes PCR dan antigen sekeluarga, datang jam 8, baru dites jam 10.30.

Alurnya tidak jelas, sudah pakai komputer tapi input data masih manual dari daftar, bayar, sampai selesai.

Pelayanan sangat lambat dan bertele-tele. Petugas juga tidak ramah.

Satu bintang = benar-benar pelayanan yang buruk",TD
469,"
Mohon diperhatikan dan dibedakan yg sakit sma rada sehat.. Utamakan yg sehat diperiksa terlebih dahulu.. Kecewa berat.. Segera perbaiki pelayanan,",TD
470,"
Dokternya perhatian, petugas ramah. Fasilitas lengkap. Ruangan bersih. Saran parkir agar diperluas.. Demikian juga ruang tunggu poli spesialis nya",D
471,"
Njenguk mbah kakung sakit disini. Byk pohon rindang, suasana seger. Masjidnya apikðŸ‘",D
472,"
Strategis",D
473,"
Saya ingin meminta bantuan. Kemarin barang saya tertinggal di masjid As-Syifa. Apakah saya bisa meminta kontak takmir masjid? Atau mungkin pihak Rumah Sakit melalui divisi keamanan bisa membantu untuk menemukannya. Barang tersebut berupa tote bag warna merah bertuliskan ""Poer"" yang berisi dokumen penting beserta charger hp.",N
474,"
Fasilitasnya lengkap bersih dan pelayanan baik",D
475,"
Main ke lavalette ada perlu dg orang SDM",N
476,"
lavalette adalah rumah sakit dengan pelayanan yang sangat memuaskan serta memiliki tingkat kedisiplinan tinggi antara pegawai. dokter yang ramah kepada pasien serta pelayanan yang profesional. lavalette adalah rumah ke2 bagi saya semenjak 2 tahun yang lalu. setiap 2 minggu sekali saya kontrol kesana. rs lavalette memiliki pelayanan yang bagus. dari satpam,rekam medis, perawat, dokter, hingga apotekernya yang ramah dan bersahabat.",D
477,"
baguss pelayananya",D
478,"
administrasi ruwet, rawat inap nunggu kamarnya lama",TD
479,"
Pelayanan nya bagus sekali, pegawainya ramah dan baik sekali ðŸ‘ðŸ‘ðŸ‘",D
480,"
saya kecewa.. ibuk saya belum begitu sehat.. belum layaknya pulang sudah di suruh pulang",TD
481,"
Mohon izin menyampaikan keluhan terkait respon pendaftaran online yg tidak responsif, Selasa 4 Mei 2021 kami daftar via wa pukul 07.00 tepat ketika baru buka antrian namun dibalas pkl.08.14 dan sudah tidak mendapat kuota daftar online, padahal selama ini daftar online berjalan lancar dan direspon tdk sampai 60 menit... Mohon untuk menambah kuota daftar online BPJS poli onkologi khususnya dr Wisnubroto agar semakin banyak pasien yg mendapat kemudahan layanan pendaftaran online.... Mohon maaf dan terimakasih",TD
482,"
Dokter, perawat, dan semuanya sangat ramah, menjelaskan kronologi penyakit dan tindakan yang harus dilakukan dengan jelas dan sabar, namun bagian resepsionis sedikit jutek",TD
483,"
Kecewa sih hari ini.. prosedur pengambilan no antrian pagi jam 6, dpt no antrian no 2 untuk sore hari,Sy terlambat ditaruh dan ditaruh di antrian paling belakang.. jdnya antrian sore berdasarkan yang datang ...",TD
484,"
Mau medical checkup di lavalette, nanya di nomer WA, ga ada yang balas ke nomer belakang yg 0405. Ke nomer pemasaran juga ga balas sama sekali. Mgkn ada yg tau, apakah harga paket medical check up yang ada di website masih berlaku hingga sekarang ?",N
485,"
Pelayanan sangat baik, fasilitas lengkap,pemeriksaan lengkap,petugas yang ramah,,
Sangat mematuhi protokol kesehatan",D
486,"
Playanan adm HD dan team medisx TOP.. smoga sllu memberikan playanan yg terbaik",D
487,"
pelayanan administrasi mbak-mbak di depan parah, ngga ada ramah2nya sama sekali.",TD
488,"
Safari subuh 27 (21/01/2021)
Masjid dg protokoler covid.maklum di area rumah sakit.
Pas bagi musafir dg posisi di pinggir jalan dan tidak terlalu masuk ke rumah sakit",D
489,"
Mungkin kendaraan keluar masuk lokasi rumah sakit utk lebih diperhatikan lagi , khususnya bagian keamanan, agar tidak ada saling nyolot antar pengendara. Saya sering sekali lewat sini banyak pengendara yg nekat nyerobot dan ada yg saling ngomel, pdhl pengunjung/pasien mau masuk area parkir rumah sakit rada kesulitan karena padatnya kendaraan. Semoga lebih baik lagi dan pengendara lain utk bisa saling menghargai.",TD
490,"
Fasilitas cukup lengkap tapi yang membuat kecewa adalah pelayanan petugas kesehatan tidak menunjukkan tata Krama yang baik alias gak ada unggah ungguhnya ngomong sama orang ataupun informasi yang diberikan, not recommended ðŸ‘Ž masih banyak rumah sakit bagus di Malang yang pelayanannya baik",TD
491,"
Pelayanan bagus kamar bagus (di r. platinum) , petugas ramah",D
492,"
Pelayanan nya bagus, dan cepat tanggap, dokter, suster/perawat, kepala ruangan semuanya rama dan baik",D
493,"
Rumah sakit legend",N
494,"
Banyak miskomunikasi antar divisi, tidak ada informasi yang jelas untuk pasien, terutama dari sisi administrasi. pasien diputar2 selama berjam2 hingga membuat waktu menjadi tidak produktif dan efektif",TD
495,"
Sungguh kecewa dengan pelayanan petugas pendaftaran rs lavalette",TD
496,"
Baru kali ini kecewa sama lavallet, pelayanan mau ke IGD kurang enak, pdhl di IGD A banyak kasur yang kosong tapi bilangnya IGD lagi penuh, disuruh ke IGD B yang sudah penuh",TD
497,"
Rumah Sakit Yang Bersih, Penanganya Cepat Dan Ruangan-nya yang Tertata Rapi.",D
498,"
Rumah sakit tertua di Kota Malang yang saat ini sudah dilakukan renovasi disesuaikan dengan standar rumah sakit modern.
Terletak di tengah kota sehingga mudah diakses dari segala arah. Terdapat beberapa jenis angkutan baik yang umum maupun privasi.
Pelayanan yang ramah dan dokter spesialis yang kompeten.
Lahan parkirnya yang terbatas sehingga parkiran sering meluber keluar....",D
499,"
Aman dan Nyaman",D
500,"
Bagus",D
501,"
Good service tanpa ada pembedaan pelayanan antara BPJS atau swasta. Good looking RS nya adem nyaman karena banyak taman",D
502,"
Mutu pelayanan prima..smoga bisa menambah gedung baru lagi.",D
503,"
Rumah sakit yg keren",D
504,"
RS jahara, mencari keuntungan disaat pandemi. Pasien di jadiin alat doang untuk mencari pemasukan.",TD
505,"
Pelayanan yang sangat lamban di bagian administrasi. Pasien yang ingin mendaftar dibiarkan menunggu begitu saja tanpa penjelasan. Para staff harusnya dapat bekerja dengan lebih cepat, efisien, dan profesional.",TD
506,"
Satpam disini tidak sopan dalam menanyakan dan membuat tidak nyaman,padahal saya jauh2 dr jogja ke malang hanya untuk menemani bapak saya di rs sini,saya sudah seminggu disini dan saya keluar dr rumah sakit hanya untuk membeli makan/minuman saja dan setiap saya kembali ke rs selalu ditanya oleh satpam apa tujuannya kesini (dengan nada tidak mengenakan)padahal saya sering bertemu dengan satpam tersebut dan dia bertanya seperti itu setiap saya kembali,padahal orang yg sama seperti saya tidak pernah di tanyai seperti itu",TD
507,"
Dokternya lamaaaaaa bangetttttttt",TD
508,"
Menyulitkan pasien",TD
509,"
Dokternya bagus2",D
510,"
Untuk rapid test. Kena biaya berapa ya",N
511,"
Utk fasilitas, pelayanan dan suasana bagus....sayangnya tukang parkir di pintu keluar nyebelin, kita yg bukan taxi online cuma ngedrop dan njemput pasien fisiotherapy selalu dimintai 2 ribu - 4 ribu sekali lewat ato gegeran dulu.
Kita fisiotherapy 3x tiap pekan tinggal hitung aja....mohon pihak lavalette menertibkan tukang2 parkirnya.",TD
512,"
Pelayanan yang ramah",D
513,"
Pelayanan di IGD terlalu ngegassss gak ada sabar2 nya sama sekali terutama pembantu dokternya, seharusnya bicara lebih sopan, meskipun indonesia lagi terserang covid, setidaknya menyuruh dan berbicara dengan sopan, tidak membentak2 kayak majikan ke pembantunya, salah dua dokter IGD tidak bisa memberikan saran yang memuaskan, terlalu diambil enteng keadaan, pelayanan lama sekali, terlalu ribet prosedurnya padahal dulu tidak dan saya pasien lama di lavallate, dulu cepat tanggap, sopan, sabar, memuaskan, sekarang bikin kesel jengkel, yang awalnya sakit ringan jadi parah total karena penanganan yang super lama sekali, untuk suster mantri injeksinya baik, bikin makin jengkel ðŸ˜¡ðŸ˜¡ðŸ˜¡ jadi males banget berobat ke lavallate ðŸ˜¡ðŸ˜¡ðŸ˜¡",TD
514,"
Apakah pelayanan untuk rapid rest 24jam??",N
515,"
Cepat dlm penanganan darurat ....",D
516,"
Pelayanan antrian bikin kesel orang antri dari pagi eh malah yg dateng telat di panggil duluan hampir 4 jam antri",TD
517,"
Dari segi pelayanan bintang 2, orang sekarat suruh nunggu
Dari segi perawatan bintang 1, semua orang juga bisa cuma cek ini cek itu dan menebak-nebak penyakit (diagnosa yg pasti dong) dasar dokter lulusan ctrl C ctrl V
Orang sakit bulannya diam malah ramai urusin mabar Mobile Legend, the best dah para dokter disini",TD
518,"
Apotiknya lambat.....
Mungkin perlu tambahan karyawan apoteker

Pelayanannya bagus walau pakai bpjs",TD
519,"
Saya heran terkadang ambil nomer antrian gratis. Namun terkadang diminta membayar 10 ribu hanya untuk mendapatkan nomer antrian. Yang benar yang mana ya?",TD
520,"
Responsif!",D
521,"
Pelayanan sangat lamaa, di poli dokter mata.",TD
522,"
Dari semua aspek not recommended deh",TD
523,"Ya Allah, Rabb manusia, hilangkanlah kesusahan dan berilah dia kesembuhan, Engkau Zat Yang Maha Menyembuhkan. Tidak ada kesembuhan kecuali kesembuhan dari-Mu, kesembuhan yang tidak meninggalkan penyakit lain... Aamiin ya Allah",N
524,"
Tingkatkan terus pelayanannya ðŸ‘",D
525,"
Pilihan alternatif rumah sakit di malang",D
526,"
Antri ke dokter spesialisnya lamaaaaaaa",TD
527,"
Terbaik",D
528,"
Semua harus punya uang supaya bisa berobat ðŸ˜‚ðŸ˜‚ðŸ˜‚ orang miskin dilarang sakitðŸ˜‚ðŸ˜‚ðŸ˜‚",N
529,"
Pelayanannya enak ramah cepat dan juga tempatnya nyaman",D
530,"
Nunggu di igd lama, tidak segera ditangani. antrian obat bpjs luar biasa banyaknya.",TD
531,"
Pelayanan kurang memyenangkan di poli tht",TD
532,"
pelayanan jelek",TD
533,"
RS type B, bersih, tenang n ramah, cekstan petugasnya",D
