no,ulasan,GT
87,"Tempatnya luas, sejuk, nyaman, arena bermain, dan olah raga cukup memadai, asik untuk refreshing bersama keluarga, toilet dan tempat sampah jumlahnya dah mencukupi",D
88,Cocok untuk olahraga . Banyak pohonnya. Teduh.,D
89,Cocok untuk berolahraga ringan. Sayangnya banyak alat olahraganya yang udah rusak.,TD
90,Penerangannya kalau malam kurang,TD
91,Mie ayam Solo di situ enak,D
92,Taman yg indah dan nyaman,D
93,Kamar mandinya bau... Jogging track kecil dan kurang terbuka (tidak tersinari matahari secara langsung)...,TD
94,Suka bisaa nge-gym gratis ðŸ˜‚,D
95,Bersih rindang banyak pepohonan,D
96,NYaman,D
97,Tamannya bersih. Suka banget pokoknya,D
98,"Nice place buat jogging di pagi hari. Banyak kucing, kalau bawa makanan jangan lupa dibagiinðŸ˜…
Kamar mandinya tolong dijaga kebersihan dan keharumannyaðŸ¤§",TD
99,Baik,D
100,"Taman Singha Merjosari merupakan taman yang terletak di Jalan Mertojoyo Selatan, kelurahan Merjosari, Malang. Dapat dikatakan bahwa taman ini memiliki fasilitas yang sangat lengkap. Keberadaannya yang sangat dekat dengan pemukiman warga membuat taman ini selalu ramai dikunjungi khususnya pada hari-hari libur.
Menurut keterangan yang ada, taman Singha Merjosari merupakan taman kotayang dibangun dengan konsep kriteria taman kota hijau. Taman yang rencananya mencapai luas 29.012 m2 ini, bertujuan untuk  memenuhi amanat UU Penataan Ruang, sebagai sarana interaksi sosial budaya, tempat bermain dan belajar bersama menuju kehidupan lestari. Menjadikan taman memiliki keseimbangan fungsi ekologis, hidrologis, kesehatan, sosial, ekonomi dan kesehatan.

Berlari di Taman Singha Merjosari

Mayoritas pengunjung yang datang ke taman ini, bertujuan untuk berlari. Hampir setiap pagi dan sore pasti banyak pengunjung yang berlari mengelilingi taman ini. Luas taman yang cukup besar serta dibuatnya jalan yang melingkari tepi taman, membuat hal itu menjadi fasilitas tersediri bagi para pengunjung untuk bisa berlari di taman Singha Merjosari.

Aktivitas Gym di Taman

Setelah selesai berlari biasanya pengujung melanjutkan variasi olahraga menggunakan alat-alat yang telah disediakan di taman ini. Pengunjung tidak perlu pergi ke tempat gym untuk dapat menikmati sensasi berolahraga dengan alat-alat gym.
Di taman ini ada tempat yang menyediakan fasilitas untuk pengujung dapat berolahraga layaknya di tempat gym. Namun pengunjung harus sedikit bersabar, sebab akan banyak pengunjung lain pula yang ingin menggunakan tempat ini, sehingga wajar jika tepat ini selalu ramai digunakan oleh pengunjung

Gazebo Tempat Bersantai

Di taman ini juga berdiri beberapa gazebo yang bisa digunakan oleh pengunjung untuk bersantai sembari menikmati indahnya taman Singha Merjosari. Gazebo ini juga biasa digunakan pengunjung sebagai tempat untuk ngopi dan makan-makan. Hal ini tidaklah aneh, banyak toko di sekitar taman Singha Merjosari yang menjual berbagai makanan dan minuman.",D
101,"Nyaman, anak2 suka",D
102,Sejuk dan wisata kuliner,D
103,Kereeeeennn....murah lengkap nyaman,D
104,Tempat yg nyaman buat jogging,D
105,Kurang terawat tamannya,TD
106,"Sejuk udaranya, tidak terlalu padat untuk sore hari",D
107,Banyak yg bisa dilakukan di sini.,D
108,Apik dan membantu,D
109,Sarana dan prasarana kurang terawat,TD
110,Joss,D
111,Tanaman,N
112,Sejuk... Nyaman... Tp krg dirawat... Sayang banget...,TD
113,Lumayan lah buat santai sejenak,D
114,"Bagus tamannya, ada mini gym juga yang bisa digunakan untuk berolahraga
Cocok untuk bersantai dengan keluarga dan orang yang disayang",D
115,"Dulu bagus banget sekarang udah mulai banyak fasilitas yg rusak, dan berangsur angsur lama",TD
116,Kurang terawat....Andaikan Walikota tetep Abah Anton... Thanks Abah Anton,TD
117,enak,N
118,"Kebersihan kurang sekali, meskipun sdh bnyak petugas bersih2 to kurang maksimal sehingga banyak sampah2 dimana2 ....",TD
119,"Taman publik yg cocok utk refreshing. dilengkapi dgn fasilitas jogging track,  skate board arena, mini lap. basket dan bersebelahan dgn lap. sepakbola. Dan banyak penjual makanan di sekitar",D
120,"
Family and alone place banget. Mau olahraga atau duduk2 di sini doang juga nyaman. Di sekitarnya banyak orang jualan makanan dan jajanan.

Tamannya luas enak buat keliling jogging. Rumput2nya enak juga buat grounding. Banyak kucing2 lucunya hehe.",D
121,"
Tempat asik buat momong anak kalo sore",D
122,"
Lumayan bersih untuk kegiatan olahraga",D
123,"
Enak sekali buat nongkrong",D
124,"
Taman yg nyaman untuk olahraga atau bersantai di tengah ramainya kota malang. Ada banyak fasilitas di dalamnya, seperti arena skateboard, outdoor gym area, taman lalu lintas, gazebo, dan lahan parkir. Taman ini dekat dengan lapangan terbuka dan masjid",D
125,"
bagus",D
126,"
sangat menyenangkan penuh dengan taman bunga yang terawat, tempat olahraga dan kebersihan terjaga selaluðŸ‘ðŸ¼, Alhamdulillah",D
127,"
mantab burgernya",D
128,"
Lengkap dn nyaman sekali.",D
129,"
Tempatnya asik buat keluarga, didekatnya ada warung2 ada tempat buat duduk2 semacam gazebo, ada arena bermain skateboard.
Suasannya asik, lumayan rindang juga.
Tempat parkir roda 2 dan roda 4 tersedia.",D
130,"
Ruame,, wurenak pol polan tempate",D
131,"
Tempatnya enak buat olahraga ringan",D
132,"
Sering mengajak anak jalan2 ke sana dan asri",D
133,"
Nyaman buat olahraga",D
134,"
Asik dan nyaman buat refresing, cuman ada beberapa titik yg perlu direnovasi",TD
135,"
Senang",D
136,"
Sangat Cocok sebagai Tempat Udara Segar dipagi hari",D
137,"
Taman yg enak buat olahraga, ckup byar parkir.. skelilingnya bnyak jual mkanan sma minuman",D
138,"
Pernah ke sini, tempat yg ideal buat olahraga dan tempat bermain anak2..",D
139,"
Sehat jasmani inshaAllah sehat rohani",N
140,"
Jeren",D
141,"
Tempatnya rindang, cocok bgt buat refreshing dan olahraga ringan. Namun sayangnya pas malam hari suka bgt dimanfaatin sama pasangan muda buat ena ena soalnya lampu dan penataan penerangan yang ga rata malah menghasilkan banyak bayangan bayangan gelap gtu...
Mana ga ada satpam atau pengawas nya lagi wkwkw",TD
142,"
Taman luas, fasilitas masih terjaga, banyak peralatan olahraga, asri, bersih",D
143,"
TempAt ini sangat seru",D
144,"
Enak buat jogging",D
145,"
Numpang lewat beli crepes sama sate telur, masih banyak jajanan lain juga disini, mantap",N
146,"
Rame tapi enak teduh banyak pohon dan fasilitas olahraga umum",D
147,"
Bisa buat jogging dan main skateboard",D
148,"
Suasana nyaman, rindang, asri,",D
149,"
Cukuplah untuk bermain outdoor",D
150,"
Taman kumpulnya anak anak muda ,",D
151,"
Sabi lah pokok e",D
152,"
Asri tempat nya.",D
153,"
hunian yg sejuk",D
154,"
mbois",D
155,"
Asri bagus untuk sekeluarga",D
156,"
Tempat yang tenang",D
157,"
taman",N
158,"
Tempat yg sejuk, aman buat anak anak bermain",D
159,"
Sebuah taman bermain umum anak dan aktifitas olarga warga sekitar yang terletak di kawasan dinoyo berdekatan dengan pasar merjosari,universitas UIN malang.",D
160,"
Pelayanan ramah",D
161,"
Bagus",D
162,"
Tempatnya bagus, nyaman dan sejuk. Cocok buat keluarga",D
163,"
Asri dan sejuk ditengah panasnya kota malang",D
164,"
Juoosss",D
165,"
View bagus saat berolahraga",D
166,"
Tempat yg nyaman buat jalan2, kongkow dan bersantai",D
167,"
Taman nyaman, fasilitas memadai",D
168,"
Tempat yang cukup nyaman untuk bersantai dan berolahraga bersama keluarga...Juga merupakan paru-paru untuk daerah Merjosari dan sekitarnya...

Tuladha pernah pameran disini pada event Tazokraf Dinas Pariwisata...",D
169,"
Hijau seger, hutan kota yang bagus",D
170,"
Tempat pacaran gk pake mahal, hahayyyyy",D
171,"
Enak buat olahraga dan bersantai waktu sore",D
172,"
Sering di gunakan mesum",TD
173,"
Bisa latihan fitness",D
174,"
Nyaman untuk berolahraga bersama keluarga....aayang aelama pandemi kurang terawat",D
175,"
Istimewa",D
176,"
Banyak kucing nya, saran kalau ke sana membawa makanan kucing ðŸ¤£ðŸ¤£",N
177,"
Tamannya sedikit kurang terawat",TD
178,"
Semoga track untuk lari nya segera dibenerin. Soalnya sekarang mulai banyak yg rusak dan tidak rats",TD
179,"
Tempatnya sangat strategis pinggir jalan,banyak restonya di pinggiran tamannya..tempat kumpulnya muda mudi ,emang tempatnya sangat bagus..",D
180,"
nyaman untuk buat mencari keringat, fasilitas olahraga juga lumayan bagus",D
181,"
Wahana bermain kurang",TD
182,"
biasa buat jogging, mantep slur",D
183,"
Cocok untuk anak2",D
184,"
Ada Taman Lalulintas untuk anak-anak",D
185,"
Asyik buat nyantai dan olahraga",D
186,"
Tempatnya cukup memuaskan, apalagi buat anakÂ²",D
187,"
Cocok buat nongkrong",D
188,"
Angin semilir,, pohonÂ² yg rindang,, enak buat menghabiskan waktu di hari minggu,, banyak gazebo juga.. Ada tempat olahraga jga bagi yang mau olahraga..",D
189,"
Tempat yg Nyaman Untuk berolah Raga Meski Kurang terawat",TD
190,"
Taman kota yang terletak di daerah merjosari malang",D
191,"
Ada fitness nya, Alhamdulillah",D
192,"
Teduh..ðŸ‘ŒðŸ‘ðŸ‘",D
193,"
Tempatnya sejuk, akan tetapi kurang terawat, jadi banyak rerumputan yang sudah menjalar tinggi,,
Di sekitaran Taman juga banyak warung yang tersedia,,
dan salah satu spoot yang menarik pengunjung adalah lokasi skateboard",D
194,"
Taman murah kota malang. Cuma bayar parkir aja. Enak buat joging. Ada temoat olahraganya juga",D
195,"
Arena untuk berolahraga paling nyaman dan gratis ditengah kota",D
196,"
Terlallu baanyak nyamuk",TD
197,"
tempatnya tidak terawat",TD
198,"
Taman paling deket sama kost bisa buat destinasi kalo lagi pengen keluar
Banyak yg jualan jajan sekitar taman
Ada wahana buat olahraga",D
199,"
Arena lomba Gantangan Saya khusus nya di kelas Kenari isian...",N
200,"
Taman",N
201,"
Sangat nyaman",D
202,"
Bisa berolahraga dan berjalan",D
203,"
Asyik buat olahraga",D
204,"
Tempat yang asyik",D
205,"
Fasilitas publik yang keren banget awalnya, tqpi makin hari makin memprihatinkan karena kurangnya perawatan. Juga edukasi lingkungan yang bersih gak pernah jadi prioritas warga yg menggunakan fasilitas ini untuk olahraga dan rekreasi. Terkadang sedih ketika mengingatkan untuk tidak buang sampah sembarangan namun dijawab kan sudah ada yg tugasnya bersih2 di taman ini.",TD
206,"
Rapi dan bersih",D
207,"
Bagusss",D
208,"
Nice place for work out and family time. Pokoknya rekomen deh terawat dan cukup bersih untuk tempat seramai ini",D
209,"
Tempat hiburan masyarakat di sekitar merjosari..
Biasa utk aktivitas senam bagi manula,jg utk oleh raga bagi masyarakat.
Dsini ada tempat utk bermain skateboard",D
210,"
Cocok buat olahraga pagi",D
211,"
Nyaman",D
212,"
Ruang terbuka hijau yang ramah untuk anak, banyak fasilitas yang bisa digunakan, salah satunya: taman lalu lintas, taman bermain, dan fasilitas fitness sederhana. Tapi beberapa fasilitas kurang terawat.",D
213,"
Mantabs",D
214,"
Kondisi kurang terawat, padahal lumayan banyak pengunjungnya walau masa pandemi seperti ini... apa mungkin memang sengaja tak dioptimalkan sampai wabah berakhir dulu...",TD
215,"
Masih dikuasai tukang parkir preman, bangsa ini gak akan maju kalau toilet dan parkir masih bayar",TD
216,"
Lumayan buat jalan2 pagi sama keluarga kecil",D
217,"
Ada tempat untuk olahraga Dan bermain",D
218,"
Tempat yang Asri",D
219,"
Taman Merjosari merupakan tempat untuk rekreasi untuk setiap kalangan dan fasilitas sarana di taman ini sangatlah semuaskan serta di tambah lagi dengan hutan dan panorama suara burung",D
220,"
Tempat yg bagus buat menenangkan pikiran hehe",D
221,"
nyaman",D
222,"
Lumayan bagus disana banyak tersedia tempat bermain, alat fitness manual, tempat skateboard dan arena jogging ada juga lapangan basket",D
223,"
Enak buat nyantai2 sore hari, banyak tempat ngopi juga disekitarnya",D
224,"
mantap hasilnya",N
225,"
Sejuk dan sangat nyaman untuk berolah raga dan bersantai",D
226,"
Nyaman",D
227,"
Sangat jelas",N
228,"
Sayang sekali taman tidak terawat klo hujan genangan air dimana2, pemilihan material untuk pedestrian jg kurang Pas...jd tidak nyaman utk pejalan kaki, pdhl bisa dimaksimalkan karena area nya cukup luas",TD
229,"
Tamannya sejuk",D
230,"
Becek guys saat musim hujan",TD
231,"
Luas dan fasilitas lengkap, tapi kurang bersih / terawat",TD
232,"
taman sigha , taman terletak di merjosari cocok untuk olahraga dan ada juga arena skate bmx dan gantangan kicau mania",D
233,"
Keberihan kurang dijaga",TD
234,"
Padat",N
235,"
Taman yg sejuk dan enak bwt olah raga + tempat olah raga lengkap",D
236,"
Taman Singha Merjosari sangat sejuk dan tempat olahraga lengkap. ðŸ‘",D
237,"
Tempat nya nyaman,teduh,sejuk....",D
238,"
Taman bermain sekaligus berolahraga dengan fasilitas lengkap.Ada tempat fitnes,skateboard futsal,joging,lapangan bola,basket,ayunan, main pasir,juga seluncuran.Toilet gratis,parkir luas.Cuma sayangnya ikon skybike jarang beroperasi",D
239,"
Taman Singha Merjosari merupakan taman di jalan Sigura Gura yang biasa digunakan untuk tempat olahraga. Tempat ini memiliki fasilitas olahraga yang lumayan banyak seperti skateboard, bmx, jogging, fasilitas gym, basket, terapi kaki, lapangan sepakbola, wahana roda kayuh, dll. Pada awal pembukaannya taman ini sangat bagus dan modern namun sekarang sudah banyak rumput rumput liar tumbuh, becek, dan fasilitas kurang diperhatikan. Sehingga membuat kurang nyaman dipandang. Untuk masuk hanya cukup bayar parkir 2ribu akses masuk ada di sebelah utara taman. Jika ingin gratis bisa diparkir di sebelah selatan taman namun keamanan ditanggung sendiri.",D
240,"
Bgs",D
241,"
Enak buat olahraga keluarga, pohon semakin rindang, ada lapangan basket dan arena skate board, banyak juga fasilitas olahraga dan pijat refleksi. Ada gazebo dan free wifi",D
242,"
Taman yang banyak sekali dikunjungi mahasiswa, banyak banget fasilitasnya mulai dari lapangan basket, gym, lapangan lari, skatebooard, dll.

Disini banyak disediakan tempat sampah dan juga tersedia toilet gratis.

Sayangnya fasilitas utamanya yang dicari pengunjung yaitu ""sky bike"" tidak beroperasi dan beberapa fasilitas sudah mulai rusak.

Catatan: Buat yang mau kesini, bisa banget bawa makanan kucing karena banyak kucing liar yang kelaparan.",D
243,"
Tempat Jogging yang asik",D
244,"
salah satu taman yang indah dikota malang cocok untuk olahraga pagi karena terdapat beberapa alat olahraga namun sayangnya kebersihan toiletnya belum cukup baik dan ini butuh kesadaran bagi yang datang ke taman merjosari",D
245,"
Lebih bagus kalau dikelola dengan baik, banyak Rumput liar disepanjang jalan taman dan paving. Kalau dikelola dengan baik pasti akan jadi seperti Alun Alun Kota Batu. ðŸŽ¡ðŸŽ ðŸŽª",TD
246,"
Uwu",N
247,"
Mau chill? Bisa. Mau jajan? Bisa. Mau main basket? Bisa. Mau lari? Bisa. Buat kumpul-kumpul juga bisa. Taman yang cukup bersih.
(Foto diambil tahun 2019)",D
248,"
Nyaman buat olahraga",D
249,"
Nyaman untuk olahraga",D
250,"
Nyaman dan bersih",D
251,"
Joozz, untuk santay pagi atau sore harii...",D
252,"
Kalau pagi sangat sejuk dan rekomended buat olahraga",D
253,"
Taman luas. Di bagian depan ada tempat untuk bermain skateboar. Di belakangnya ada tempat buat bermain basket. Cukup bagus dan aman untuk tempat bersantai atau mengobrol dengan teman. Ada juga alat-alat fitnes di bagian agak belakang taman, beberapa ada yang hilang. Ada juga panduan untuk memakai alat tersebut.",D
254,"
Taman olahraga di tengah kota dgn dkelilingi kampus",D
255,"
Kesini cuman beli jajan karena banyak orang jualan.",D
256,"
Suip",D
257,"
tempat olahraga terdekat dari rumah",D
258,"
Tempatnya bagus sih, cuma seperti tidak terawat saja, tolong pihak terkait untuk segera memperbaiki kembali taman ini... Terima kasih...",TD
259,"
Kumuh, tdk terawat, nggak layak sbg ruang publik",TD
260,"
Taman olahraga terfavorit ðŸ˜",D
261,"
Kurang bersih,terutama ruput Dan daun kering kurang perbaikan,",TD
262,"
Tanamannya gk terawat",TD
263,"
Cocok untuk olahraga nya anak anak sampai dewasa",D
264,"
Bagus.. cocok untuk liburan keluarga...
Harus dijaga kebersihannya... Dan selalu merawat tanaman dan wahana yang ada...",D
265,"
Tempatnya lumayan ramai, orang keluar masuk.
Tapi sedikit prihatin karena banyak pengunjung yang kurangnya patuhi protokol kesehatan seperti masker dan lain sebagainya.",TD
266,"
Tempat menikmati Minggu pagi dengan berolahraga ringan.",D
267,"
Nyaman sejuk asri",D
268,"
Ditempat ini sejuk dan nyaman semenjak pasar tradisional dibongkar dan dipindah. Pemandangannya luar biasa, kita bisa melihat pegunungan ""putri tidur"" disebelah barat sambil joging/bercengkrama dg keluarga di gazebo yg disediakan. Banyak taman bermain yang diperuntukkan anak anak kecil, jadi kalau ngajak keluarga ga perlu khawatir. Kuliner juga banyak pilihan dan murah meriah. Lahan parkir juga disediakan. Banyak masjid juga di lokasi, jadi gak perlu khawatir ketinggalan shalat",D
269,"
kurang terawat",TD
270,"
taman nya sebenernya bagus, mungkin penataan nya harus di atur kembali",D
271,"
Mantabb untuk berfoto""",D
272,"
Nyaman",D
273,"
Taman Singha Merjo atau yang lebih akrab di kenal Taman Merjo adalah sebuah taman di tengah kota Malang. Taman ini ramai di kunjungi orang-orang yang olahraga. Bisa di gunakan untuk lari, basket, skateboard, bersepeda, dll. Selain itu di sebelah jalan Taman Merjojuga banyak pedagang kali lima menjual makanan ringan. Upss nice untuk njajajn",D
274,"
Sangat enak",D
275,"
Enak banget kalo buat olahraga..",D
276,"
Cilok depan tamannya perlu dicoba.",N
277,"
Tamannya luas. Sayang ada beberapa titik kurang terawat. Bagaimana bila disini didirikan rumah singgah untuk kucing? Sbab terlihat beberapa kucing ditelantarkan di taman ini.",TD
278,"
Good good. Fasilitas tamannya banyak dan tertata cukuo rapi",D
279,"
Tempatnya nyaman",D
280,"
Buat joging oke, buat jalan santai oke, buat fitness oke, buat maen oke, buat makan oke, buat ngerjain tugas oke, buat nongkrong oke, buat terapi kaki oke, buat foto"" oke, buat tidur siang oke, nyaman lah pokoknya...",D
281,"
Tempat yg ok buat bermain bersama keluarga... Masuk free.... Yg jualan makanan juga banyak",D
282,"
Dekat area kampus..",N
283,"
Tempatnya enak ada tempat buat fitnes juga tapi gazebo nya dikit banget jd kalau kesini mesti rebutan duluan ke gazebo nya",TD
284,"
Taman yang cukup indah, kebersihan terjaga disertai beberapa fasilitas olahraga.
Silahkan berkunjung, ada fasilitas parkir dan toilet juga.
Camilan dan makanan berat juga banyak dijual di sekitar.",D
285,"
Enak baksonya",N
286,"
Taman yang Sangat Luas, Asri, Sejuk, Alami Dan Banyak Mainan Untuk Anak"" Dan Orang Dewasa. Tapi Sayangnya sekarang Banyak yang Tidak Terawat.",D
287,"
Taman yang representatif......edukatif maupun sekedar jogging....",D
288,"
Luas",N
289,"
Asik untuk santai dan pose-pose",D
290,"
Muantab nyaman dan aman",D
291,"
Tempat lumayan bersih tapi sayang banyak kucing liar",D
292,"
RTH yang sangat dibutuhkan. Banyak memiliki wahana bermain dan olahraga. Sedikit disayangkan kondisi yang kurang terawat baik",D
293,"
enak buat rekreasi kluarga",D
294,"
Bagus",D
295,"
Cocok buat tempat olahraga, buat jalan jalan juga cocok bangetðŸ˜",D
296,"
Perawatan kurang sedikit",D
297,"
Adem , dan banyak kucing",D
298,"
Cocok buat cari angin di malam hari. Cocok buat ngobrol juga.",D
299,"
Fasilitas komplit jalan-jalan sore jadi sekalian nemenin anak* main keren. Sekalian bawa cemilan khas malang Banana Strudel ðŸ˜ƒ",D
300,"
Taman bersantai",D
